IDENTIFIER	DTB-097-Progression-cfDNA	DTB-102-Progression-cfDNA	DTB-119-Progression-cfDNA	DTB-149-Baseline-cfDNA	DTB-156-Baseline-cfDNA	DTB-183-Baseline-cfDNA	DTB-205-Baseline-cfDNA	DTB-210-Baseline-cfDNA	DTB-214-Baseline-cfDNA	DTB-216-Progression-cfDNA	DTB-258-Baseline-cfDNA	DTB-261-Baseline-cfDNA	DTB-266-Baseline-cfDNA	GENE_ID
MLX	59.868	80.58	69.015	75.586	56.769	24.09	24.393	61.556	61.59	55.023	56.394	57.053	41.805	ENSG00000108788.12
MLXIP	58.36	40.14	32.088	34.08	68.226	137.305	50.133	27.761	40.727	38.025	44.05	35.878	68.685	ENSG00000175727.14
MLXIPL	16.983	1.18	0.0	0.051	6.057	2.437	4.6	0.142	0.584	10.178	3.222	0.094	0.262	ENSG00000009950.16
MLYCD	4.963	12.399	19.384	6.799	12.683	3.977	5.332	3.947	11.197	5.36	3.518	5.394	4.571	ENSG00000103150.7
MMAA	4.761	8.774	5.001	7.581	7.185	14.318	3.575	5.432	4.096	6.474	4.236	6.51	11.293	ENSG00000151611.16
MMAB	13.664	19.279	21.662	20.573	14.956	21.339	4.173	14.723	6.425	18.944	19.803	15.842	20.074	ENSG00000139428.12
MMACHC	8.494	4.108	9.407	9.788	9.33	17.589	21.514	10.253	4.404	8.033	5.699	19.185	7.46	ENSG00000132763.15
MMADHC	163.68	299.668	229.37	634.918	130.483	105.352	348.333	192.301	104.009	85.097	132.959	229.841	286.371	ENSG00000168288.13
MMD	9.105	8.266	7.441	4.512	15.902	32.14	25.607	4.428	13.274	42.68	12.562	17.572	6.873	ENSG00000108960.9
MME	4.368	1.926	22.534	34.088	47.044	307.76	7.341	12.056	1.603	7.644	15.063	105.542	5.63	ENSG00000196549.12
MMGT1	32.904	49.631	33.257	24.912	15.392	24.03	41.467	22.649	49.547	64.825	38.118	38.782	31.579	ENSG00000169446.5
MMP1	0.0	0.65	0.199	0.255	1.553	0.0	5.38	0.236	0.0	0.606	0.81	0.309	0.0	ENSG00000196611.5
MMP10	8.358	2.509	19.936	11.596	0.82	0.0	1.111	0.14	0.57	0.0	0.107	3.482	1.972	ENSG00000166670.10
MMP11	9.565	26.519	8.275	10.024	19.372	3.876	0.454	2.083	9.33	5.782	2.458	9.037	5.62	ENSG00000099953.10
MMP12	0.555	49.558	0.44	0.469	0.191	0.0	26.88	0.13	0.0	1.449	0.099	2.218	0.08	ENSG00000262406.3
MMP13	1.157	0.12	1.771	6.715	16.182	0.0	0.0	43.653	2.374	0.523	13.314	1.657	9.499	ENSG00000137745.12
MMP14	32.394	26.591	22.776	40.059	60.361	1.356	1.092	12.538	24.146	38.851	13.038	20.335	18.659	ENSG00000157227.13
MMP15	16.592	9.374	30.045	14.006	4.788	4.354	1.493	7.772	13.421	20.059	11.419	13.177	4.777	ENSG00000102996.5
MMP16	0.305	1.584	6.0	3.316	5.571	0.04	59.613	2.4	4.967	0.804	1.983	2.977	5.287	ENSG00000156103.16
MMP19	2.011	16.977	1.812	4.168	8.46	0.0	5.733	0.824	4.511	1.893	1.633	3.797	1.392	ENSG00000123342.16
MMP2	19.519	77.856	44.331	122.554	80.384	4.636	69.587	15.549	67.423	27.045	18.763	41.151	68.533	ENSG00000087245.13
MMP24	1.469	4.694	5.072	2.265	10.516	6.165	14.674	5.47	4.148	23.536	33.563	3.359	2.905	ENSG00000125966.10
MMP24-AS1	60.535	10.488	9.259	10.452	27.423	16.831	14.118	13.107	26.39	20.125	57.558	19.09	19.934	
MMP25	0.174	2.169	1.059	3.121	2.975	0.0	0.065	0.982	1.791	8.906	2.159	0.991	1.809	ENSG00000008516.17
MMP25-AS1	4.849	17.076	4.418	11.363	41.506	15.305	3.25	22.099	14.639	21.862	9.308	8.326	9.914	
MMP26	0.439	9.022	12.903	1.176	0.0	0.0	0.0	0.0	0.0	0.0	1.237	0.709	0.333	ENSG00000167346.7
MMP28	0.177	0.512	2.056	0.937	1.467	0.0	0.0	0.111	1.016	0.416	0.655	0.244	0.683	ENSG00000271447.6
MMP7	754.942	4.22	12.76	1.524	0.0	0.0	0.0	0.236	0.317	37.826	2.498	0.614	37.583	ENSG00000137673.9
MMP8	0.119	0.0	0.0	0.161	1.09	0.0	0.296	0.074	0.0	28.29	0.057	3.18	0.137	ENSG00000118113.12
MMP9	0.818	19.784	12.579	30.665	822.716	0.789	1.424	222.73	40.488	15.122	125.243	71.207	65.345	ENSG00000100985.7
MMRN1	1.249	0.891	0.786	1.232	1.689	0.408	0.778	0.23	0.947	2.463	1.592	2.944	1.982	ENSG00000138722.10
MMRN2	3.375	7.846	6.394	13.235	16.988	5.853	4.33	2.648	9.295	2.948	5.124	9.265	9.864	ENSG00000173269.14
MMS19	23.607	15.971	17.616	27.15	18.935	31.436	15.324	21.175	36.865	17.399	33.951	22.162	28.274	ENSG00000155229.21
MMS22L	7.436	9.898	5.773	5.032	20.642	7.478	20.77	6.276	3.794	33.09	5.352	4.195	5.737	ENSG00000146263.11
MN1	0.461	1.321	1.048	1.319	0.965	0.033	0.743	0.09	0.698	0.439	0.184	4.004	0.533	ENSG00000169184.6
MNAT1	42.994	65.868	97.848	87.035	70.187	71.672	129.839	72.514	83.257	122.413	92.203	54.735	70.186	ENSG00000020426.11
MND1	26.596	24.031	8.756	14.251	3.144	15.846	146.693	32.091	7.071	30.841	4.161	13.375	19.42	ENSG00000121211.8
MNDA	5.391	34.018	4.255	6.424	4.569	3.094	1.622	1.339	4.033	26.562	4.19	8.366	3.369	ENSG00000163563.8
MNS1	10.986	29.759	3.14	17.802	17.027	11.323	43.668	12.111	17.776	36.471	11.533	20.198	20.87	ENSG00000138587.6
MNT	15.022	16.596	13.886	8.789	21.928	14.234	13.165	11.542	25.751	10.65	25.039	13.937	11.748	ENSG00000070444.15
MNX1	1.159	7.26	3.001	6.154	5.848	3.197	9.008	1.089	2.104	1.948	1.319	0.119	18.481	ENSG00000130675.15
MOAP1	10.208	22.516	17.508	29.291	18.281	10.065	27.176	21.987	21.182	22.032	32.072	17.647	23.246	ENSG00000165943.5
MOB1A	82.459	251.196	199.382	60.096	88.126	88.226	72.556	47.03	115.19	413.479	174.407	187.428	168.265	ENSG00000114978.18
MOB1B	12.485	34.528	23.527	16.724	19.517	13.718	17.289	11.714	21.938	34.182	25.382	54.709	17.256	ENSG00000173542.9
MOB2	13.841	6.772	11.116	17.489	16.227	1.692	0.975	14.461	12.193	13.446	13.479	7.442	47.538	ENSG00000182208.14
MOB3A	19.343	47.277	21.267	30.855	42.607	15.536	19.69	24.862	29.598	18.568	85.0	77.645	40.473	ENSG00000172081.14
MOB3B	1.681	9.841	3.712	4.624	4.946	5.58	0.967	1.598	1.336	2.521	4.569	2.224	3.505	ENSG00000120162.10
MOB3C	9.089	15.423	10.897	8.068	15.685	6.942	5.315	3.226	11.182	19.763	11.816	9.21	9.179	ENSG00000142961.15
MOBP	0.0	0.354	0.153	0.0	0.038	0.0	0.025	0.0	0.035	0.066	0.138	0.034	0.063	ENSG00000168314.17
MOCOS	7.66	2.033	19.42	1.126	4.573	0.955	0.0	0.78	4.142	14.9	4.247	2.392	1.968	ENSG00000075643.6
MOCS1	9.104	13.435	6.964	14.777	8.24	2.071	8.634	1.144	12.904	10.63	9.787	9.083	12.149	ENSG00000124615.20
MOCS2	11.82	18.349	36.278	29.206	21.427	17.612	42.023	12.901	23.641	46.003	27.216	22.698	32.762	ENSG00000164172.20
MOCS3	6.633	17.627	10.591	15.276	17.252	17.988	16.277	22.003	26.6	9.067	15.681	29.344	14.028	ENSG00000124217.5
MOGAT2	4.456	1.109	6.011	2.504	0.0	1.164	0.0	0.0	0.72	0.909	5.878	1.395	0.0	ENSG00000166391.15
MOGS	22.678	28.726	21.889	20.015	36.342	13.086	6.864	14.717	45.869	30.832	28.834	25.977	27.85	ENSG00000115275.14
MOK	4.293	15.785	3.488	7.995	18.376	3.174	18.283	10.087	9.039	26.174	18.106	8.09	8.638	ENSG00000080823.23
MON1A	10.732	11.741	18.784	16.474	17.517	3.554	5.241	10.022	11.741	12.848	13.341	19.725	18.501	ENSG00000164077.14
MON1B	24.031	65.239	60.326	29.328	26.274	12.44	24.9	77.153	36.866	30.976	33.227	194.765	32.506	ENSG00000103111.15
MON2	11.684	43.576	71.49	33.649	47.252	48.566	18.783	34.873	42.917	41.088	33.698	28.537	47.594	ENSG00000061987.16
MORC1	7.789	2.378	0.0	0.044	0.0	0.0	16.99	0.062	0.084	0.106	0.0	0.162	0.0	ENSG00000114487.10
MORC2	26.686	26.442	23.474	24.724	27.517	33.254	20.94	33.141	56.056	23.483	33.514	26.598	42.105	ENSG00000133422.14
MORC2-AS1	5.062	6.084	10.331	6.28	4.141	5.345	5.839	5.996	12.011	5.238	7.345	6.529	12.067	
MORC3	19.163	47.424	39.217	26.975	35.804	24.888	18.869	23.056	24.9	43.96	35.195	19.37	29.638	ENSG00000159256.13
MORC4	15.291	17.257	36.409	11.037	8.411	59.164	7.199	15.215	39.101	67.312	39.752	15.226	33.868	ENSG00000133131.15
MORF4L1	184.268	348.105	146.532	249.195	124.4	127.352	232.026	99.475	111.404	180.252	222.679	293.106	211.625	ENSG00000185787.15
MORF4L2	204.39	283.159	319.13	223.988	105.171	559.486	121.232	139.609	313.471	498.957	318.091	255.477	366.672	ENSG00000123562.18
MORF4L2-AS1	1.747	4.983	2.997	6.753	9.982	23.248	1.467	13.951	13.451	10.725	9.302	5.772	7.052	
MORN1	1.438	1.573	1.155	3.113	3.758	1.497	0.141	0.96	1.807	2.857	3.857	2.112	1.706	ENSG00000116151.14
MORN2	27.435	21.203	14.858	11.594	24.796	23.317	24.275	14.693	24.619	44.101	30.182	33.124	17.556	ENSG00000188010.15
MORN4	6.777	10.181	4.224	17.105	21.216	10.868	6.869	27.764	13.842	7.369	25.692	13.329	12.677	ENSG00000171160.18
MOSPD1	8.894	15.901	16.636	8.244	6.868	14.19	12.607	9.963	11.853	39.919	26.821	16.226	12.942	ENSG00000101928.13
MOSPD2	38.249	21.733	19.619	32.466	22.269	9.831	16.874	9.114	22.383	71.862	33.619	20.036	22.263	ENSG00000130150.12
MOSPD3	78.554	62.503	31.487	44.384	74.308	17.636	30.773	33.599	27.721	54.611	50.605	56.037	36.188	ENSG00000106330.12
MOV10	24.237	44.233	31.147	28.91	105.562	24.457	2.792	15.834	40.115	49.464	47.152	25.445	31.458	ENSG00000155363.18
MOV10L1	0.881	1.18	0.592	0.425	0.47	0.0	0.0	0.267	0.073	0.046	0.041	0.211	0.263	ENSG00000073146.16
MOXD1	3.973	46.951	0.131	0.167	0.451	0.764	5.351	0.077	0.0	1.192	0.177	0.304	0.992	ENSG00000079931.15
MPC1	75.544	83.339	63.818	54.492	54.739	21.315	62.45	18.462	47.258	95.302	72.4	76.682	32.881	ENSG00000060762.19
MPC2	74.869	59.295	608.997	472.001	64.894	261.896	65.975	160.229	434.011	110.896	326.584	117.545	298.37	ENSG00000143158.11
MPDU1	70.027	23.523	59.106	48.045	66.366	8.921	6.559	29.075	72.117	29.692	47.534	55.712	48.01	ENSG00000129255.16
MPDZ	21.566	26.788	21.149	27.372	47.131	18.754	14.26	16.159	41.463	46.45	61.244	33.972	35.29	ENSG00000107186.17
MPEG1	29.494	212.785	37.43	62.859	95.065	4.11	29.146	6.262	21.633	23.533	22.405	107.189	52.604	ENSG00000197629.6
MPG	58.261	10.777	46.811	48.288	38.044	7.946	18.943	26.4	37.624	29.776	17.969	44.298	26.373	ENSG00000103152.12
MPHOSPH10	103.554	213.468	101.423	176.813	129.261	232.647	187.206	76.169	145.947	188.239	141.306	155.901	151.582	ENSG00000124383.9
MPHOSPH6	188.996	36.407	453.493	39.36	33.018	27.421	105.316	29.618	53.315	72.212	19.097	36.901	65.18	ENSG00000135698.10
MPHOSPH8	81.319	156.783	93.607	126.741	179.083	207.816	100.274	51.313	116.958	104.893	122.875	51.009	93.478	ENSG00000196199.14
MPHOSPH9	24.31	31.064	26.347	41.144	39.978	138.574	102.245	25.002	42.974	37.95	38.441	50.841	27.648	ENSG00000051825.15
MPI	23.152	25.053	26.88	38.653	33.451	19.005	14.986	30.558	19.364	12.847	27.993	42.004	31.269	ENSG00000178802.18
MPL	1.423	3.78	1.735	1.702	5.135	2.883	0.633	1.337	0.523	4.223	3.419	3.982	1.526	ENSG00000117400.18
MPLKIP	27.142	40.865	29.856	27.558	52.288	32.749	58.268	28.309	26.092	30.267	47.403	34.357	34.266	ENSG00000168303.9
MPND	14.048	4.539	9.826	11.425	15.551	9.508	1.485	10.633	13.398	16.121	18.356	7.442	14.94	ENSG00000008382.16
MPO	0.039	2.208	0.0	0.053	1.173	0.0	1.3	0.145	0.398	94.868	0.056	15.307	2.411	ENSG00000005381.8
MPP1	44.042	44.411	43.178	24.245	30.955	37.082	16.851	14.349	55.781	83.978	37.074	13.508	47.479	ENSG00000130830.15
MPP2	3.381	1.063	1.867	0.615	2.079	0.627	5.755	0.324	0.222	8.387	1.743	0.214	0.722	ENSG00000108852.15
MPP3	1.284	5.852	5.012	11.704	14.378	5.132	6.359	3.991	7.381	20.874	11.335	3.225	7.502	ENSG00000161647.19
MPP5	26.141	51.404	82.087	71.383	43.925	41.955	13.77	72.874	53.122	51.963	65.23	46.263	43.038	ENSG00000072415.10
MPP6	18.189	7.892	17.125	26.296	29.417	73.072	19.572	22.897	22.476	3.162	12.885	96.566	17.908	ENSG00000105926.16
MPP7	20.396	28.061	15.582	11.896	2.832	10.439	1.963	6.406	15.828	21.163	20.803	14.376	8.146	ENSG00000150054.18
MPPE1	5.56	6.109	10.302	5.292	7.657	2.481	0.144	3.845	10.416	8.054	4.616	5.775	2.539	ENSG00000154889.17
MPPED2	0.6	4.247	2.843	2.178	1.105	0.035	4.023	6.617	0.388	14.414	0.193	0.517	0.791	ENSG00000066382.16
MPRIP	18.54	32.557	20.21	32.45	31.446	30.098	19.343	22.518	37.595	22.567	26.136	19.102	33.808	ENSG00000133030.22
MPST	50.554	18.037	6.913	38.018	19.593	9.33	6.34	9.896	32.803	7.542	5.678	11.048	14.255	ENSG00000128309.16
MPV17	335.782	242.93	180.583	90.708	253.875	278.642	99.524	203.162	93.709	153.526	174.717	246.943	156.562	ENSG00000115204.15
MPV17L	11.336	3.019	3.347	0.323	10.128	0.11	1.136	9.984	15.934	15.251	6.906	19.837	11.664	ENSG00000156968.9
MPV17L2	92.542	58.471	44.043	52.678	35.426	35.049	44.137	33.647	39.834	38.246	36.799	83.829	28.83	ENSG00000254858.10
MPZL1	191.535	170.597	217.17	185.849	167.847	86.08	64.035	140.577	214.962	124.791	225.29	135.89	131.279	ENSG00000197965.12
MPZL2	22.96	107.052	43.915	1.854	8.926	22.746	5.612	46.957	11.135	25.507	8.042	7.577	5.226	ENSG00000149573.9
MPZL3	14.247	14.327	15.704	24.293	22.525	5.764	5.241	16.577	16.511	31.168	12.234	5.802	12.109	ENSG00000160588.10
MR1	3.743	13.636	19.763	2.23	16.267	2.883	1.884	2.573	2.409	15.075	0.936	2.575	2.4	ENSG00000153029.14
MRAP2	0.463	0.15	7.171	18.335	5.41	0.119	23.513	0.109	0.148	2.982	17.52	0.784	0.999	ENSG00000135324.6
MRAS	20.11	22.11	14.5	15.603	15.567	8.88	7.756	2.274	11.13	9.733	11.751	10.346	8.936	ENSG00000158186.13
MRC1	14.792	86.746	5.259	17.055	14.461	1.266	3.324	0.748	3.863	7.557	2.942	23.819	16.693	ENSG00000260314.3
MRC2	7.081	4.402	7.649	16.379	8.461	0.546	1.509	3.566	10.674	7.992	5.513	3.678	9.518	ENSG00000011028.14
MRE11A	15.184	29.878	18.057	24.891	27.326	23.551	18.602	28.592	21.312	45.44	31.404	27.0	18.382	
MREG	4.221	7.131	0.186	1.156	5.226	0.723	23.058	1.601	4.378	11.271	7.307	5.361	2.011	ENSG00000118242.16
MRFAP1	562.641	628.398	472.037	805.13	382.324	386.072	630.462	203.942	454.516	469.67	593.89	517.696	650.798	ENSG00000179010.14
MRFAP1L1	199.529	371.426	245.707	285.564	208.262	169.16	290.798	114.064	157.255	212.569	288.976	278.838	318.563	ENSG00000178988.11
MRGBP	42.594	30.138	16.737	45.047	62.657	19.287	58.75	21.877	16.471	39.321	43.598	32.679	15.341	ENSG00000101189.7
MRI1	10.466	28.135	8.636	18.799	76.526	8.838	4.049	13.23	18.091	19.449	22.696	12.232	10.057	ENSG00000037757.14
MRM1	2.189	3.146	2.479	2.881	6.589	2.586	0.566	3.987	5.891	2.072	0.923	1.375	2.294	ENSG00000278619.5
MRO	0.546	2.482	1.936	2.258	0.942	2.699	0.425	0.984	3.169	0.923	0.723	2.257	1.157	ENSG00000134042.14
MROH1	10.101	5.642	22.612	5.963	14.075	7.081	6.281	4.584	18.243	22.65	26.895	9.656	9.856	ENSG00000179832.17
MROH2A	0.228	0.0	0.256	3.379	0.0	0.047	0.256	0.0	0.059	0.259	0.527	0.057	0.026	ENSG00000185038.14
MROH6	1.094	2.362	3.429	0.656	3.737	0.464	0.59	1.012	2.107	2.079	0.563	0.414	0.751	ENSG00000204839.9
MROH9	0.0	0.52	0.321	0.091	0.276	27.584	0.436	0.0	0.0	1.027	0.096	0.041	0.424	ENSG00000117501.14
MRPL1	37.666	37.483	29.075	27.261	35.945	19.455	22.515	12.959	14.45	40.772	12.969	13.348	17.788	ENSG00000169288.18
MRPL10	32.674	26.678	26.619	29.029	27.612	25.652	58.809	28.356	33.428	31.901	19.134	23.209	24.759	ENSG00000159111.13
MRPL11	31.581	15.246	18.015	37.313	28.538	49.906	35.375	28.683	93.592	49.527	19.406	23.143	15.597	ENSG00000174547.13
MRPL12	103.363	32.129	45.991	56.722	67.8	20.127	29.177	59.005	160.408	53.913	48.075	60.118	57.786	ENSG00000262814.8
MRPL13	139.277	214.363	231.644	121.215	83.833	360.063	324.922	166.675	93.775	71.321	158.52	256.61	152.801	ENSG00000172172.8
MRPL14	127.008	101.659	69.409	123.694	121.45	56.144	59.157	37.105	149.174	98.473	82.266	72.511	68.614	ENSG00000180992.7
MRPL15	68.571	36.901	83.212	59.365	31.959	85.701	99.526	60.04	37.673	18.077	51.437	79.682	54.364	ENSG00000137547.9
MRPL16	63.872	35.591	66.702	56.822	58.76	49.278	49.053	38.489	46.406	70.212	58.409	39.56	46.97	ENSG00000166902.5
MRPL17	54.932	53.799	65.807	56.918	44.397	35.46	41.025	153.583	53.295	78.223	51.453	56.772	42.884	ENSG00000158042.9
MRPL18	191.414	248.258	143.893	295.684	278.855	74.035	143.486	103.903	284.766	352.03	195.656	233.388	192.952	ENSG00000112110.10
MRPL19	16.813	42.182	28.925	91.596	31.94	34.791	31.27	21.214	31.487	32.231	33.936	31.982	29.774	ENSG00000115364.14
MRPL2	18.231	18.069	22.765	22.471	31.025	8.417	25.248	7.723	23.703	23.001	21.088	23.154	11.088	ENSG00000112651.12
MRPL20	311.852	163.258	212.527	256.157	136.305	99.307	164.841	126.916	165.186	184.945	253.866	258.677	180.034	ENSG00000242485.6
MRPL21	168.453	42.093	80.291	126.809	69.716	172.344	188.534	65.319	147.476	142.903	113.75	156.816	53.54	ENSG00000197345.13
MRPL22	30.178	11.4	24.7	20.661	10.376	16.026	14.284	12.757	22.481	26.84	17.238	10.622	15.44	ENSG00000082515.18
MRPL23	11.855	3.506	9.539	8.666	11.164	1.298	2.019	5.261	5.28	8.25	4.902	7.868	4.878	ENSG00000214026.11
MRPL24	237.633	134.283	106.393	184.173	287.127	119.929	121.662	152.55	66.225	130.812	135.217	153.425	131.301	ENSG00000143314.12
MRPL27	71.049	79.32	88.424	119.766	93.402	54.91	134.836	61.815	53.814	77.752	78.9	86.522	75.811	ENSG00000108826.16
MRPL28	83.835	5.715	53.985	44.061	30.666	7.522	13.943	19.399	38.47	42.102	27.06	67.385	44.37	ENSG00000086504.17
MRPL3	187.163	299.525	194.506	212.4	204.028	222.57	340.194	292.598	226.006	218.467	200.945	265.94	221.898	ENSG00000114686.9
MRPL30	24.752	63.568	90.99	22.289	38.693	68.815	99.135	50.734	81.616	53.968	39.703	61.791	50.852	ENSG00000185414.20
MRPL32	105.304	131.042	293.514	137.417	114.953	137.789	138.754	99.253	102.641	113.999	197.269	148.357	111.169	ENSG00000106591.4
MRPL33	222.773	95.741	103.274	307.682	212.479	160.916	229.097	132.829	126.004	152.123	117.559	138.679	128.064	ENSG00000243147.8
MRPL34	82.059	46.815	59.358	70.779	47.622	19.781	66.575	44.238	53.448	51.601	45.169	76.97	43.9	ENSG00000130312.7
MRPL35	55.849	70.542	36.089	35.124	45.875	53.516	68.619	53.214	42.124	66.31	39.393	52.077	36.706	ENSG00000132313.15
MRPL36	154.832	121.629	142.699	132.468	155.044	81.519	151.934	144.726	245.511	131.9	157.291	157.226	108.938	ENSG00000171421.13
MRPL37	180.676	61.044	169.274	121.046	123.642	115.224	101.514	98.005	208.818	176.273	216.092	201.278	187.895	ENSG00000116221.15
MRPL38	41.258	15.51	34.912	27.272	47.54	9.54	23.271	26.327	100.299	31.546	32.094	25.184	23.191	ENSG00000204316.13
MRPL39	106.375	113.497	49.544	56.006	73.45	44.713	170.493	20.354	45.408	79.52	36.207	20.943	53.494	ENSG00000154719.14
MRPL4	43.783	50.277	52.748	61.176	41.602	42.398	69.803	48.563	102.076	48.08	55.516	67.346	46.964	ENSG00000105364.14
MRPL40	160.717	103.199	135.455	80.147	75.702	220.164	167.858	103.819	74.339	89.065	90.381	141.649	127.458	ENSG00000185608.8
MRPL41	443.735	97.156	201.532	301.016	433.374	133.946	37.327	110.748	184.521	265.03	186.926	238.582	160.721	ENSG00000182154.8
MRPL42	29.792	73.206	150.281	61.216	59.174	69.712	85.849	44.541	49.393	45.888	63.434	110.108	117.097	ENSG00000198015.14
MRPL43	43.125	18.286	25.372	41.043	23.772	20.096	25.043	60.225	66.477	16.297	24.235	27.98	32.977	ENSG00000055950.16
MRPL44	33.894	27.985	39.672	43.258	27.44	10.507	40.283	33.988	31.956	30.147	44.056	37.19	29.79	ENSG00000135900.4
MRPL45	20.359	12.45	14.299	22.156	25.139	14.555	27.081	31.29	13.925	14.351	14.197	20.455	20.686	ENSG00000278845.5
MRPL46	62.184	43.87	31.578	55.43	50.893	38.341	31.317	45.746	37.652	51.909	38.948	56.995	48.126	ENSG00000259494.2
MRPL47	56.491	62.728	68.058	54.337	41.044	44.755	73.653	33.657	25.012	64.268	35.515	70.127	41.478	ENSG00000136522.14
MRPL48	49.97	52.971	55.283	55.42	55.805	80.06	141.026	70.21	68.984	52.716	74.798	62.713	47.129	ENSG00000175581.14
MRPL49	51.414	44.735	86.355	42.434	42.438	43.244	39.276	38.236	45.982	98.545	75.108	116.759	42.439	ENSG00000149792.9
MRPL50	40.736	55.099	40.209	39.877	49.237	14.276	43.061	49.345	34.613	53.535	28.443	98.18	60.59	ENSG00000136897.8
MRPL51	708.041	569.602	401.058	749.566	311.137	584.534	500.435	531.049	837.908	321.968	494.528	640.684	590.003	ENSG00000111639.8
MRPL52	80.744	25.285	48.711	52.652	55.697	16.358	22.898	32.799	32.502	47.897	32.507	42.352	27.154	ENSG00000172590.18
MRPL53	208.714	150.292	141.969	77.738	257.442	97.134	37.472	150.392	96.567	199.992	136.425	168.849	130.24	ENSG00000204822.7
MRPL54	42.775	22.729	34.786	91.179	67.184	14.386	20.837	33.292	30.255	30.867	32.774	33.711	39.533	ENSG00000183617.5
MRPL55	155.437	41.157	45.613	44.634	55.254	22.752	57.756	25.402	66.054	55.149	79.528	48.842	34.608	ENSG00000162910.19
MRPL57	48.348	37.544	80.297	48.864	75.158	65.936	40.662	36.042	92.532	50.745	53.398	46.069	68.32	ENSG00000173141.5
MRPL9	103.803	68.705	73.44	74.642	85.596	121.892	154.461	74.652	62.844	75.455	89.129	118.568	75.412	ENSG00000143436.11
MRPS10	53.916	138.976	68.534	67.94	93.09	68.5	83.686	38.779	51.864	115.494	71.64	80.285	67.861	ENSG00000048544.6
MRPS11	58.505	34.835	73.664	73.134	75.182	39.355	36.033	50.425	73.43	95.879	62.399	116.29	77.251	ENSG00000181991.16
MRPS12	51.577	18.932	24.788	16.147	44.436	13.302	6.334	21.895	26.659	16.322	19.104	14.143	21.898	ENSG00000128626.12
MRPS14	82.989	79.985	72.974	89.91	165.92	59.982	77.925	64.546	80.888	86.687	100.209	60.384	77.178	ENSG00000120333.4
MRPS15	171.254	93.599	147.194	154.647	114.566	187.859	237.958	95.888	156.41	190.949	176.673	149.761	123.421	ENSG00000116898.12
MRPS16	79.755	48.667	50.296	51.684	47.326	41.622	36.453	58.306	63.235	122.839	75.89	62.657	56.371	ENSG00000182180.14
MRPS17	171.265	56.513	73.963	117.647	119.018	37.755	130.278	67.406	60.921	105.082	76.38	71.131	68.146	ENSG00000239789.6
MRPS18A	67.41	61.022	51.609	64.625	63.162	39.631	15.657	38.44	127.042	61.714	107.042	158.011	32.839	ENSG00000096080.12
MRPS18B	5.572	8.127	11.896	9.313	9.852	4.797	9.852	10.162	8.965	10.832	8.957	9.272	7.027	ENSG00000204568.12
MRPS18C	9.514	14.232	31.006	17.608	6.323	6.79	4.527	4.816	10.663	19.991	8.002	22.516	14.093	ENSG00000163319.11
MRPS2	109.388	50.68	46.353	50.233	99.293	40.153	37.994	69.998	95.462	68.284	40.362	104.243	59.948	ENSG00000122140.11
MRPS21	48.66	158.646	131.293	182.228	392.487	265.726	176.931	175.39	102.625	217.417	274.802	321.514	122.613	ENSG00000266472.6
MRPS22	63.84	118.111	109.981	79.841	61.816	64.112	70.818	41.899	84.07	89.38	64.034	49.697	58.134	ENSG00000175110.12
MRPS23	62.867	60.625	168.7	131.742	72.739	183.367	191.101	79.618	84.879	114.8	124.236	96.595	65.71	ENSG00000181610.13
MRPS25	10.78	23.683	26.549	36.713	51.926	52.608	16.393	29.668	45.7	23.287	39.355	22.036	22.038	ENSG00000131368.8
MRPS26	121.686	69.913	129.088	159.324	113.358	83.334	135.924	84.466	102.746	102.898	171.229	127.639	108.578	ENSG00000125901.6
MRPS27	27.21	27.204	37.443	59.569	63.771	40.69	105.6	26.729	54.296	73.962	16.823	84.438	53.011	ENSG00000113048.17
MRPS28	91.126	87.978	204.712	97.196	133.822	59.461	112.133	101.951	36.17	82.112	133.357	122.994	104.925	ENSG00000147586.10
MRPS30	78.614	73.731	86.189	97.956	110.364	74.495	130.246	118.743	107.123	82.97	108.702	134.082	100.445	ENSG00000112996.11
MRPS31	54.222	67.319	64.088	76.739	72.014	56.234	74.769	34.011	31.196	52.85	22.466	36.617	56.501	ENSG00000102738.8
MRPS31P5	0.46	18.747	37.046	9.953	6.929	9.774	5.753	8.054	9.472	6.018	28.282	4.162	10.344	
MRPS33	239.566	262.342	110.643	211.831	177.75	79.424	135.131	365.654	156.061	212.652	152.867	199.719	196.888	ENSG00000090263.16
MRPS34	123.455	36.843	142.859	102.447	90.075	35.849	32.766	96.232	126.354	98.471	83.248	134.481	130.84	ENSG00000074071.15
MRPS35	79.497	47.206	47.9	103.786	81.96	43.217	55.433	51.24	38.659	34.386	57.545	115.019	56.469	ENSG00000061794.13
MRPS36	10.199	10.328	17.31	17.426	4.961	6.478	13.537	4.544	11.431	7.044	8.048	19.553	13.997	ENSG00000134056.12
MRPS5	63.282	70.37	50.634	98.789	74.924	51.336	111.813	74.077	63.773	86.515	89.603	63.775	69.379	ENSG00000144029.12
MRPS6	87.415	55.704	36.716	50.03	108.234	139.224	104.868	59.47	35.908	139.101	48.916	22.721	38.207	ENSG00000243927.6
MRPS7	67.203	59.965	74.638	103.985	59.724	33.452	127.004	61.842	128.115	75.752	70.782	69.819	70.235	ENSG00000125445.11
MRPS9	25.396	32.908	35.869	21.917	28.857	72.626	98.181	27.364	31.142	17.57	24.343	32.784	26.367	ENSG00000135972.9
